0.0,0.3,3.0,30.0
0.0,6.494763,6.374101,5.426524
0.0789,6.11596,6.012864,5.186732
0.1579,5.085009,5.026915,4.518059
0.2368,3.682628,3.677866,3.56146
0.3158,2.248727,2.285336,2.499432
0.3947,1.081952,1.134228,1.513531
0.4737,0.352326,0.389958,0.733651
0.5526,0.060476,0.069031,0.230211
0.6316,0.00502,0.005255,0.01702
0.7105,0.000253,0.000255,0.000274
0.7895,8e-06,8e-06,8e-06
0.8684,0.0,0.0,0.0
0.9474,0.0,0.0,0.0
1.0263,0.0,0.0,0.0
1.1053,0.0,0.0,0.0
1.1842,0.0,0.0,0.0
1.2632,0.0,0.0,0.0
1.3421,0.0,0.0,0.0
1.4211,0.0,0.0,0.0
1.5,0.0,0.0,0.0
