0.0,0.3,3.0,30.0
0.0,3.490028,3.473704,3.33671
0.0737,3.444608,3.429805,3.303993
0.1474,3.309364,3.299069,3.20642
0.2211,3.086882,3.083965,3.04554
0.2947,2.780372,2.787696,2.82358
0.3684,2.389727,2.410536,2.540796
0.4421,1.913502,1.950669,2.194284
0.5158,1.363511,1.408883,1.769126
0.5895,0.82657,0.846776,1.213573
0.6632,0.436854,0.439279,0.485835
0.7368,0.210529,0.210694,0.212429
0.8105,0.093598,0.093606,0.093685
0.8842,0.038508,0.038508,0.038511
0.9579,0.014665,0.014665,0.014665
1.0316,0.005169,0.005169,0.005169
1.1053,0.001686,0.001686,0.001686
1.1789,0.00051,0.00051,0.00051
1.2526,0.000142,0.000142,0.000142
1.3263,3.6e-05,3.6e-05,3.6e-05
1.4,8e-06,8e-06,8e-06
