0.0,0.3,3.0,30.0
0.0,4.999999,5.0,4.999961
0.0579,4.999999,5.0,4.999807
0.1158,4.999999,5.0,4.998529
0.1737,4.999999,5.0,4.99122
0.2316,4.999999,5.0,4.959121
0.2895,4.999999,4.999999,4.850752
0.3474,4.999999,4.999961,4.569413
0.4053,4.999999,4.981729,4.007677
0.4632,4.997962,4.256541,3.144961
0.5211,0.139713,1.375495,2.125732
0.5789,0.0,0.063599,1.200809
0.6368,0.0,0.000264,0.552644
0.6947,0.0,0.0,0.203916
0.7526,0.0,0.0,0.05961
0.8105,0.0,0.0,0.013689
0.8684,0.0,0.0,0.002455
0.9263,0.0,0.0,0.000342
0.9842,0.0,0.0,3.6e-05
1.0421,0.0,0.0,3e-06
1.1,0.0,0.0,0.0
