0.0,0.3,3.0,30.0
0.0,4.999998,4.999998,4.999957
0.0579,4.999998,4.999998,4.999802
0.1158,4.999998,4.999998,4.998522
0.1737,4.999998,4.999998,4.991208
0.2316,4.999998,4.999998,4.959105
0.2895,4.999998,4.999998,4.850742
0.3474,4.999998,4.999957,4.56943
0.4053,4.999998,4.981624,4.007719
0.4632,4.997609,4.256925,3.144988
0.5211,0.140405,1.375054,2.125712
0.5789,0.0,0.063722,1.200762
0.6368,0.0,0.000273,0.552615
0.6947,0.0,0.0,0.203916
0.7526,0.0,0.0,0.059622
0.8105,0.0,0.0,0.013699
0.8684,0.0,0.0,0.002458
0.9263,0.0,0.0,0.000343
0.9842,0.0,0.0,3.7e-05
1.0421,0.0,0.0,3e-06
1.1,0.0,0.0,0.0
