0.0,0.1,0.31623,1.0,3.16228,10.0,31.6228,100.0
0.01,0.095162,0.271108,0.563683,0.765084,1.96832,0.267247,0.085108
0.1,0.095162,0.271108,0.557609,0.756116,1.950367,0.266877,0.085055
0.17783,0.095162,0.271108,0.543861,0.736106,1.910675,0.266071,0.084937
0.31623,0.095162,0.258592,0.495115,0.668231,1.779896,0.263527,0.084565
0.45,0.08809,0.199962,0.396442,0.543721,1.558248,0.259729,0.084008
0.5,0.047581,0.135554,0.316071,0.453151,1.420865,0.257976,0.08375
0.56234,0.00376,0.061935,0.222261,0.349209,1.252213,0.255538,0.083392
0.75,0.0,0.002788,0.102348,0.21078,0.908755,0.246543,0.082061
1.0,0.0,0.0,0.034228,0.124305,0.562958,0.230831,0.079715
1.33352,0.0,0.0,0.002864,0.067319,0.27752,0.203718,0.075591
1.77828,0.0,0.0,0.0,0.031357,0.120054,0.158039,0.068419
3.16228,0.0,0.0,0.0,0.001057,0.013737,0.022075,0.03602
5.62341,0.0,0.0,0.0,0.0,0.000413,0.000814,0.001068
10.0,0.0,0.0,0.0,0.0,0.0,5e-06,5e-06
17.78279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
