0.0,0.1,0.31623,1.0,3.16228,10.0,31.6228,100.0
0.01,0.094715,0.260632,0.501868,0.653649,1.639873,0.218959,0.069516
0.1,0.091069,0.251252,0.488575,0.636913,1.614763,0.21862,0.069466
0.17783,0.083585,0.231922,0.460879,0.602409,1.561824,0.217881,0.069356
0.31623,0.063732,0.180063,0.384158,0.509408,1.41001,0.215547,0.069011
0.45,0.042445,0.123229,0.294366,0.405067,1.219261,0.212063,0.068495
0.5,0.035158,0.103372,0.260874,0.367198,1.142975,0.210455,0.068256
0.56234,0.027037,0.080916,0.221011,0.322683,1.047037,0.208219,0.067923
0.75,0.010181,0.032561,0.122095,0.213179,0.768814,0.19997,0.06669
1.0,0.001796,0.006473,0.045352,0.123297,0.461235,0.185567,0.064514
1.33352,8.2e-05,0.000367,0.008352,0.064418,0.223392,0.160718,0.060695
1.77828,0.0,2e-06,0.000371,0.029558,0.097211,0.118847,0.054065
3.16228,0.0,0.0,0.0,0.001165,0.011091,0.014263,0.024308
5.62341,0.0,0.0,0.0,0.0,0.00034,0.00057,0.000634
10.0,0.0,0.0,0.0,0.0,0.0,4e-06,3e-06
17.78279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
