0.0,0.3,3.0,30.0
0.0,4.999998,4.999998,4.999957
0.0579,4.999998,4.999998,4.999802
0.1158,4.999998,4.999998,4.998522
0.1737,4.999998,4.999998,4.991207
0.2316,4.999998,4.999998,4.959099
0.2895,4.999998,4.999998,4.850729
0.3474,4.999998,4.999957,4.569407
0.4053,4.999998,4.981594,4.007694
0.4632,4.997551,4.256673,3.144975
0.5211,0.141706,1.375262,2.125719
0.5789,-0.0,0.063798,1.200785
0.6368,0.0,0.000274,0.552639
0.6947,-0.0,0.0,0.203932
0.7526,0.0,0.0,0.05963
0.8105,0.0,0.0,0.013701
0.8684,-0.0,0.0,0.002459
0.9263,0.0,0.0,0.000343
0.9842,0.0,0.0,3.7e-05
1.0421,0.0,0.0,3e-06
1.1,0.0,0.0,0.0
