0.0,0.1,0.31623,1.0,3.16228,10.0,31.6228,100.0
0.01,0.095317,0.275294,0.643151,1.20069,2.235815,0.690187,0.357195
0.1,0.095317,0.275294,0.635943,1.188724,2.219553,0.689743,0.357137
0.17783,0.095317,0.275294,0.619626,1.162044,2.183558,0.688773,0.357011
0.31623,0.095317,0.262715,0.561896,1.071861,2.064534,0.685719,0.356612
0.45,0.08824,0.203128,0.447114,0.909526,1.860758,0.681168,0.356016
0.5,0.047658,0.137647,0.358083,0.799027,1.731816,0.679072,0.35574
0.56234,0.003762,0.062776,0.253722,0.666804,1.574955,0.67616,0.355355
0.75,0.0,0.002793,0.114315,0.446752,1.273984,0.665459,0.353929
1.0,0.0,0.0,0.036471,0.275396,0.987815,0.646922,0.351409
1.33352,0.0,0.0,0.002894,0.145309,0.708221,0.615381,0.346972
1.77828,0.0,0.0,0.0,0.059674,0.450163,0.563509,0.339223
3.16228,0.0,0.0,0.0,0.001155,0.096453,0.369659,0.303466
5.62341,0.0,0.0,0.0,0.0,0.003632,0.108305,0.213818
10.0,0.0,0.0,0.0,0.0,0.0,0.003914,0.072059
17.78279,0.0,0.0,0.0,0.0,0.0,0.0,0.002721
