0.0,0.3,3.0,30.0
0.0,4.995653,4.956229,4.607284
0.0842,4.750456,4.716697,4.414223
0.1684,4.084739,4.065349,3.882238
0.2526,3.175991,3.173444,3.134214
0.3368,2.232956,2.243557,2.322703
0.4211,1.418755,1.435691,1.57927
0.5053,0.815508,0.832459,0.986085
0.5895,0.423872,0.437157,0.565185
0.6737,0.199218,0.207914,0.297362
0.7579,0.084665,0.089558,0.143614
0.8421,0.032536,0.034938,0.063669
0.9263,0.011306,0.012344,0.02591
1.0105,0.003552,0.00395,0.009679
1.0947,0.001009,0.001144,0.003319
1.1789,0.000259,0.0003,0.001044
1.2632,6e-05,7.1e-05,0.000301
1.3474,1.2e-05,1.5e-05,7.9e-05
1.4316,2e-06,2e-06,1.9e-05
1.5158,0.0,0.0,4e-06
1.6,0.0,0.0,0.0
