0.0,0.1,0.31623,1.0,3.16228,10.0,31.6228,100.0
0.01,0.094714,0.260323,0.477228,0.539628,1.295862,0.197266,0.066556
0.1,0.091067,0.250998,0.467159,0.53082,1.283232,0.197001,0.066511
0.17783,0.083584,0.231775,0.445829,0.512305,1.256308,0.196423,0.066411
0.31623,0.063733,0.180133,0.384035,0.459709,1.176709,0.194598,0.066097
0.45,0.042446,0.123414,0.305857,0.394987,1.071024,0.191874,0.065626
0.5,0.035159,0.103564,0.274806,0.369646,1.026763,0.190617,0.065409
0.56234,0.027038,0.081091,0.236322,0.338318,0.969319,0.188869,0.065106
0.75,0.010181,0.032613,0.132763,0.251849,0.790231,0.18242,0.063983
1.0,0.001796,0.006438,0.045179,0.164176,0.560306,0.171164,0.062005
1.33352,8.1e-05,0.000354,0.005814,0.08995,0.308784,0.151783,0.058534
1.77828,0.0,1e-06,0.000114,0.03286,0.12204,0.119388,0.052522
3.16228,0.0,0.0,-0.0,2e-06,0.006114,0.019949,0.02605
5.62341,0.0,0.0,0.0,0.0,4.6e-05,0.000264,0.000564
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.78279,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
