0.0,0.3,3.0,30.0
0.0,4.999999,5.0,4.999961
0.0579,4.999999,5.0,4.999807
0.1158,4.999999,5.0,4.998528
0.1737,4.999999,5.0,4.991218
0.2316,4.999999,5.0,4.959116
0.2895,4.999999,4.999999,4.850739
0.3474,4.999999,4.999961,4.56939
0.4053,4.999999,4.981698,4.007652
0.4632,4.997908,4.256289,3.144948
0.5211,0.141029,1.375703,2.125739
0.5789,0.0,0.063676,1.200832
0.6368,-0.0,0.000265,0.552668
0.6947,-0.0,0.0,0.203932
0.7526,-0.0,0.0,0.059617
0.8105,0.0,0.0,0.013692
0.8684,0.0,0.0,0.002455
0.9263,0.0,0.0,0.000342
0.9842,0.0,0.0,3.7e-05
1.0421,0.0,0.0,3e-06
1.1,0.0,0.0,0.0
