0.0,0.3,3.0,30.0
0.0,4.99565,4.956221,4.607285
0.0842,4.750452,4.71669,4.414224
0.1684,4.084736,4.065342,3.882236
0.2526,3.175988,3.173439,3.13421
0.3368,2.232954,2.243553,2.322698
0.4211,1.418754,1.435689,1.579266
0.5053,0.815508,0.832457,0.986082
0.5895,0.423872,0.437156,0.565183
0.6737,0.199217,0.207914,0.297361
0.7579,0.084665,0.089558,0.143615
0.8421,0.032536,0.034938,0.063669
0.9263,0.011306,0.012344,0.025911
1.0105,0.003552,0.00395,0.009679
1.0947,0.001009,0.001144,0.003319
1.1789,0.000259,0.0003,0.001044
1.2632,6e-05,7.1e-05,0.000301
1.3474,1.2e-05,1.5e-05,7.9e-05
1.4316,2e-06,2e-06,1.9e-05
1.5158,0.0,0.0,4e-06
1.6,0.0,0.0,0.0
