x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
-1.7981249999999998,-1.7981249999999998,-1.7981249999999998,-1.7981249999999998,-1.7981249999999998,-1.7981249999999998,-1.7981249999999998,-1.7981249999999998,-1.7981249999999998,-1.7981249999999998
-1.7893749999999997,-1.7893749999999997,-1.7893749999999997,-1.7893749999999997,-1.7893749999999997,-1.7893749999999997,-1.7893749999999997,-1.7893749999999997,-1.7893749999999997,-1.7893749999999997
-1.780625,-1.780625,-1.780625,-1.780625,-1.780625,-1.780625,-1.780625,-1.780625,-1.780625,-1.780625
-1.7718749999999999,-1.7718749999999999,-1.7718749999999999,-1.7718749999999999,-1.7718749999999999,-1.7718749999999999,-1.7718749999999999,-1.7718749999999999,-1.7718749999999999,-1.7718749999999999
-1.7631249999999998,-1.7631249999999998,-1.7631249999999998,-1.7631249999999998,-1.7631249999999998,-1.7631249999999998,-1.7631249999999998,-1.7631249999999998,-1.7631249999999998,-1.7631249999999998
-1.7543749999999998,-1.7543749999999998,-1.7543749999999998,-1.7543749999999998,-1.7543749999999998,-1.7543749999999998,-1.7543749999999998,-1.7543749999999998,-1.7543749999999998,-1.7543749999999998
-1.7456249999999998,-1.7456249999999998,-1.7456249999999998,-1.7456249999999998,-1.7456249999999998,-1.7456249999999998,-1.7456249999999998,-1.7456249999999998,-1.7456249999999998,-1.7456249999999998
-1.7368749999999997,-1.7368749999999997,-1.7368749999999997,-1.7368749999999997,-1.7368749999999997,-1.7368749999999997,-1.7368749999999997,-1.7368749999999997,-1.7368749999999997,-1.7368749999999997
-1.728125,-1.728125,-1.728125,-1.728125,-1.728125,-1.728125,-1.728125,-1.728125,-1.728125,-1.728125
-1.7193749999999999,-1.7193749999999999,-1.7193749999999999,-1.7193749999999999,-1.7193749999999999,-1.7193749999999999,-1.7193749999999999,-1.7193749999999999,-1.7193749999999999,-1.7193749999999999
-1.7106249999999998,-1.7106249999999998,-1.7106249999999998,-1.7106249999999998,-1.7106249999999998,-1.7106249999999998,-1.7106249999999998,-1.7106249999999998,-1.7106249999999998,-1.7106249999999998
-1.7018749999999998,-1.7018749999999998,-1.7018749999999998,-1.7018749999999998,-1.7018749999999998,-1.7018749999999998,-1.7018749999999998,-1.7018749999999998,-1.7018749999999998,-1.7018749999999998
-1.6931249999999998,-1.6931249999999998,-1.6931249999999998,-1.6931249999999998,-1.6931249999999998,-1.6931249999999998,-1.6931249999999998,-1.6931249999999998,-1.6931249999999998,-1.6931249999999998
-1.6843749999999997,-1.6843749999999997,-1.6843749999999997,-1.6843749999999997,-1.6843749999999997,-1.6843749999999997,-1.6843749999999997,-1.6843749999999997,-1.6843749999999997,-1.6843749999999997
-1.6756249999999997,-1.6756249999999997,-1.6756249999999997,-1.6756249999999997,-1.6756249999999997,-1.6756249999999997,-1.6756249999999997,-1.6756249999999997,-1.6756249999999997,-1.6756249999999997
-1.6668749999999997,-1.6668749999999997,-1.6668749999999997,-1.6668749999999997,-1.6668749999999997,-1.6668749999999997,-1.6668749999999997,-1.6668749999999997,-1.6668749999999997,-1.6668749999999997
-1.6581249999999998,-1.6581249999999998,-1.6581249999999998,-1.6581249999999998,-1.6581249999999998,-1.6581249999999998,-1.6581249999999998,-1.6581249999999998,-1.6581249999999998,-1.6581249999999998
-1.6493749999999998,-1.6493749999999998,-1.6493749999999998,-1.6493749999999998,-1.6493749999999998,-1.6493749999999998,-1.6493749999999998,-1.6493749999999998,-1.6493749999999998,-1.6493749999999998
-1.6406249999999998,-1.6406249999999998,-1.6406249999999998,-1.6406249999999998,-1.6406249999999998,-1.6406249999999998,-1.6406249999999998,-1.6406249999999998,-1.6406249999999998,-1.6406249999999998
-1.6318749999999997,-1.6318749999999997,-1.6318749999999997,-1.6318749999999997,-1.6318749999999997,-1.6318749999999997,-1.6318749999999997,-1.6318749999999997,-1.6318749999999997,-1.6318749999999997
-1.6231249999999997,-1.6231249999999997,-1.6231249999999997,-1.6231249999999997,-1.6231249999999997,-1.6231249999999997,-1.6231249999999997,-1.6231249999999997,-1.6231249999999997,-1.6231249999999997
-1.6143749999999997,-1.6143749999999997,-1.6143749999999997,-1.6143749999999997,-1.6143749999999997,-1.6143749999999997,-1.6143749999999997,-1.6143749999999997,-1.6143749999999997,-1.6143749999999997
-1.6056249999999999,-1.6056249999999999,-1.6056249999999999,-1.6056249999999999,-1.6056249999999999,-1.6056249999999999,-1.6056249999999999,-1.6056249999999999,-1.6056249999999999,-1.6056249999999999
-1.5968749999999998,-1.5968749999999998,-1.5968749999999998,-1.5968749999999998,-1.5968749999999998,-1.5968749999999998,-1.5968749999999998,-1.5968749999999998,-1.5968749999999998,-1.5968749999999998
-1.5881249999999998,-1.5881249999999998,-1.5881249999999998,-1.5881249999999998,-1.5881249999999998,-1.5881249999999998,-1.5881249999999998,-1.5881249999999998,-1.5881249999999998,-1.5881249999999998
-1.5793749999999998,-1.5793749999999998,-1.5793749999999998,-1.5793749999999998,-1.5793749999999998,-1.5793749999999998,-1.5793749999999998,-1.5793749999999998,-1.5793749999999998,-1.5793749999999998
-1.5706249999999997,-1.5706249999999997,-1.5706249999999997,-1.5706249999999997,-1.5706249999999997,-1.5706249999999997,-1.5706249999999997,-1.5706249999999997,-1.5706249999999997,-1.5706249999999997
-1.5618749999999997,-1.5618749999999997,-1.5618749999999997,-1.5618749999999997,-1.5618749999999997,-1.5618749999999997,-1.5618749999999997,-1.5618749999999997,-1.5618749999999997,-1.5618749999999997
-1.5531249999999999,-1.5531249999999999,-1.5531249999999999,-1.5531249999999999,-1.5531249999999999,-1.5531249999999999,-1.5531249999999999,-1.5531249999999999,-1.5531249999999999,-1.5531249999999999
-1.5443749999999998,-1.5443749999999998,-1.5443749999999998,-1.5443749999999998,-1.5443749999999998,-1.5443749999999998,-1.5443749999999998,-1.5443749999999998,-1.5443749999999998,-1.5443749999999998
-1.5356249999999998,-1.5356249999999998,-1.5356249999999998,-1.5356249999999998,-1.5356249999999998,-1.5356249999999998,-1.5356249999999998,-1.5356249999999998,-1.5356249999999998,-1.5356249999999998
-1.5268749999999998,-1.5268749999999998,-1.5268749999999998,-1.5268749999999998,-1.5268749999999998,-1.5268749999999998,-1.5268749999999998,-1.5268749999999998,-1.5268749999999998,-1.5268749999999998
-1.5181249999999997,-1.5181249999999997,-1.5181249999999997,-1.5181249999999997,-1.5181249999999997,-1.5181249999999997,-1.5181249999999997,-1.5181249999999997,-1.5181249999999997,-1.5181249999999997
-1.5093749999999997,-1.5093749999999997,-1.5093749999999997,-1.5093749999999997,-1.5093749999999997,-1.5093749999999997,-1.5093749999999997,-1.5093749999999997,-1.5093749999999997,-1.5093749999999997
-1.5006249999999999,-1.5006249999999999,-1.5006249999999999,-1.5006249999999999,-1.5006249999999999,-1.5006249999999999,-1.5006249999999999,-1.5006249999999999,-1.5006249999999999,-1.5006249999999999
-1.4918749999999998,-1.4918749999999998,-1.4918749999999998,-1.4918749999999998,-1.4918749999999998,-1.4918749999999998,-1.4918749999999998,-1.4918749999999998,-1.4918749999999998,-1.4918749999999998
-1.4831249999999998,-1.4831249999999998,-1.4831249999999998,-1.4831249999999998,-1.4831249999999998,-1.4831249999999998,-1.4831249999999998,-1.4831249999999998,-1.4831249999999998,-1.4831249999999998
-1.4743749999999998,-1.4743749999999998,-1.4743749999999998,-1.4743749999999998,-1.4743749999999998,-1.4743749999999998,-1.4743749999999998,-1.4743749999999998,-1.4743749999999998,-1.4743749999999998
-1.4656249999999997,-1.4656249999999997,-1.4656249999999997,-1.4656249999999997,-1.4656249999999997,-1.4656249999999997,-1.4656249999999997,-1.4656249999999997,-1.4656249999999997,-1.4656249999999997
-1.4568749999999997,-1.4568749999999997,-1.4568749999999997,-1.4568749999999997,-1.4568749999999997,-1.4568749999999997,-1.4568749999999997,-1.4568749999999997,-1.4568749999999997,-1.4568749999999997
-1.4481249999999997,-1.4481249999999997,-1.4481249999999997,-1.4481249999999997,-1.4481249999999997,-1.4481249999999997,-1.4481249999999997,-1.4481249999999997,-1.4481249999999997,-1.4481249999999997
-1.4393749999999996,-1.4393749999999996,-1.4393749999999996,-1.4393749999999996,-1.4393749999999996,-1.4393749999999996,-1.4393749999999996,-1.4393749999999996,-1.4393749999999996,-1.4393749999999996
-1.4306249999999996,-1.4306249999999996,-1.4306249999999996,-1.4306249999999996,-1.4306249999999996,-1.4306249999999996,-1.4306249999999996,-1.4306249999999996,-1.4306249999999996,-1.4306249999999996
-1.4218749999999996,-1.4218749999999996,-1.4218749999999996,-1.4218749999999996,-1.4218749999999996,-1.4218749999999996,-1.4218749999999996,-1.4218749999999996,-1.4218749999999996,-1.4218749999999996
-1.413125,-1.413125,-1.413125,-1.413125,-1.413125,-1.413125,-1.413125,-1.413125,-1.413125,-1.413125
-1.404375,-1.404375,-1.404375,-1.404375,-1.404375,-1.404375,-1.404375,-1.404375,-1.404375,-1.404375
-1.395625,-1.395625,-1.395625,-1.395625,-1.395625,-1.395625,-1.395625,-1.395625,-1.395625,-1.395625
-1.3868749999999999,-1.3868749999999999,-1.3868749999999999,-1.3868749999999999,-1.3868749999999999,-1.3868749999999999,-1.3868749999999999,-1.3868749999999999,-1.3868749999999999,-1.3868749999999999
-1.3781249999999998,-1.3781249999999998,-1.3781249999999998,-1.3781249999999998,-1.3781249999999998,-1.3781249999999998,-1.3781249999999998,-1.3781249999999998,-1.3781249999999998,-1.3781249999999998
-1.3693749999999998,-1.3693749999999998,-1.3693749999999998,-1.3693749999999998,-1.3693749999999998,-1.3693749999999998,-1.3693749999999998,-1.3693749999999998,-1.3693749999999998,-1.3693749999999998
-1.3606249999999998,-1.3606249999999998,-1.3606249999999998,-1.3606249999999998,-1.3606249999999998,-1.3606249999999998,-1.3606249999999998,-1.3606249999999998,-1.3606249999999998,-1.3606249999999998
-1.3518749999999997,-1.3518749999999997,-1.3518749999999997,-1.3518749999999997,-1.3518749999999997,-1.3518749999999997,-1.3518749999999997,-1.3518749999999997,-1.3518749999999997,-1.3518749999999997
-1.3431249999999997,-1.3431249999999997,-1.3431249999999997,-1.3431249999999997,-1.3431249999999997,-1.3431249999999997,-1.3431249999999997,-1.3431249999999997,-1.3431249999999997,-1.3431249999999997
-1.3343749999999996,-1.3343749999999996,-1.3343749999999996,-1.3343749999999996,-1.3343749999999996,-1.3343749999999996,-1.3343749999999996,-1.3343749999999996,-1.3343749999999996,-1.3343749999999996
-1.3256249999999996,-1.3256249999999996,-1.3256249999999996,-1.3256249999999996,-1.3256249999999996,-1.3256249999999996,-1.3256249999999996,-1.3256249999999996,-1.3256249999999996,-1.3256249999999996
-1.3168749999999996,-1.3168749999999996,-1.3168749999999996,-1.3168749999999996,-1.3168749999999996,-1.3168749999999996,-1.3168749999999996,-1.3168749999999996,-1.3168749999999996,-1.3168749999999996
-1.3081249999999995,-1.3081249999999995,-1.3081249999999995,-1.3081249999999995,-1.3081249999999995,-1.3081249999999995,-1.3081249999999995,-1.3081249999999995,-1.3081249999999995,-1.3081249999999995
-1.2993749999999995,-1.2993749999999995,-1.2993749999999995,-1.2993749999999995,-1.2993749999999995,-1.2993749999999995,-1.2993749999999995,-1.2993749999999995,-1.2993749999999995,-1.2993749999999995
-1.290625,-1.290625,-1.290625,-1.290625,-1.290625,-1.290625,-1.290625,-1.290625,-1.290625,-1.290625
-1.2818749999999999,-1.2818749999999999,-1.2818749999999999,-1.2818749999999999,-1.2818749999999999,-1.2818749999999999,-1.2818749999999999,-1.2818749999999999,-1.2818749999999999,-1.2818749999999999
-1.2731249999999998,-1.2731249999999998,-1.2731249999999998,-1.2731249999999998,-1.2731249999999998,-1.2731249999999998,-1.2731249999999998,-1.2731249999999998,-1.2731249999999998,-1.2731249999999998
-1.2643749999999998,-1.2643749999999998,-1.2643749999999998,-1.2643749999999998,-1.2643749999999998,-1.2643749999999998,-1.2643749999999998,-1.2643749999999998,-1.2643749999999998,-1.2643749999999998
-1.2556249999999998,-1.2556249999999998,-1.2556249999999998,-1.2556249999999998,-1.2556249999999998,-1.2556249999999998,-1.2556249999999998,-1.2556249999999998,-1.2556249999999998,-1.2556249999999998
-1.2468749999999997,-1.2468749999999997,-1.2468749999999997,-1.2468749999999997,-1.2468749999999997,-1.2468749999999997,-1.2468749999999997,-1.2468749999999997,-1.2468749999999997,-1.2468749999999997
-1.2381249999999997,-1.2381249999999997,-1.2381249999999997,-1.2381249999999997,-1.2381249999999997,-1.2381249999999997,-1.2381249999999997,-1.2381249999999997,-1.2381249999999997,-1.2381249999999997
-1.2293749999999997,-1.2293749999999997,-1.2293749999999997,-1.2293749999999997,-1.2293749999999997,-1.2293749999999997,-1.2293749999999997,-1.2293749999999997,-1.2293749999999997,-1.2293749999999997
-1.2206249999999996,-1.2206249999999996,-1.2206249999999996,-1.2206249999999996,-1.2206249999999996,-1.2206249999999996,-1.2206249999999996,-1.2206249999999996,-1.2206249999999996,-1.2206249999999996
-1.2118749999999996,-1.2118749999999996,-1.2118749999999996,-1.2118749999999996,-1.2118749999999996,-1.2118749999999996,-1.2118749999999996,-1.2118749999999996,-1.2118749999999996,-1.2118749999999996
-1.2031249999999996,-1.2031249999999996,-1.2031249999999996,-1.2031249999999996,-1.2031249999999996,-1.2031249999999996,-1.2031249999999996,-1.2031249999999996,-1.2031249999999996,-1.2031249999999996
-1.1943749999999995,-1.1943749999999995,-1.1943749999999995,-1.1943749999999995,-1.1943749999999995,-1.1943749999999995,-1.1943749999999995,-1.1943749999999995,-1.1943749999999995,-1.1943749999999995
-1.185625,-1.185625,-1.185625,-1.185625,-1.185625,-1.185625,-1.185625,-1.185625,-1.185625,-1.185625
-1.176875,-1.176875,-1.176875,-1.176875,-1.176875,-1.176875,-1.176875,-1.176875,-1.176875,-1.176875
-1.1681249999999999,-1.1681249999999999,-1.1681249999999999,-1.1681249999999999,-1.1681249999999999,-1.1681249999999999,-1.1681249999999999,-1.1681249999999999,-1.1681249999999999,-1.1681249999999999
-1.1593749999999998,-1.1593749999999998,-1.1593749999999998,-1.1593749999999998,-1.1593749999999998,-1.1593749999999998,-1.1593749999999998,-1.1593749999999998,-1.1593749999999998,-1.1593749999999998
-1.1506249999999998,-1.1506249999999998,-1.1506249999999998,-1.1506249999999998,-1.1506249999999998,-1.1506249999999998,-1.1506249999999998,-1.1506249999999998,-1.1506249999999998,-1.1506249999999998
-1.1418749999999998,-1.1418749999999998,-1.1418749999999998,-1.1418749999999998,-1.1418749999999998,-1.1418749999999998,-1.1418749999999998,-1.1418749999999998,-1.1418749999999998,-1.1418749999999998
-1.1331249999999997,-1.1331249999999997,-1.1331249999999997,-1.1331249999999997,-1.1331249999999997,-1.1331249999999997,-1.1331249999999997,-1.1331249999999997,-1.1331249999999997,-1.1331249999999997
-1.1243749999999997,-1.1243749999999997,-1.1243749999999997,-1.1243749999999997,-1.1243749999999997,-1.1243749999999997,-1.1243749999999997,-1.1243749999999997,-1.1243749999999997,-1.1243749999999997
-1.1156249999999996,-1.1156249999999996,-1.1156249999999996,-1.1156249999999996,-1.1156249999999996,-1.1156249999999996,-1.1156249999999996,-1.1156249999999996,-1.1156249999999996,-1.1156249999999996
-1.1068749999999996,-1.1068749999999996,-1.1068749999999996,-1.1068749999999996,-1.1068749999999996,-1.1068749999999996,-1.1068749999999996,-1.1068749999999996,-1.1068749999999996,-1.1068749999999996
-1.0981249999999996,-1.0981249999999996,-1.0981249999999996,-1.0981249999999996,-1.0981249999999996,-1.0981249999999996,-1.0981249999999996,-1.0981249999999996,-1.0981249999999996,-1.0981249999999996
-1.0893749999999995,-1.0893749999999995,-1.0893749999999995,-1.0893749999999995,-1.0893749999999995,-1.0893749999999995,-1.0893749999999995,-1.0893749999999995,-1.0893749999999995,-1.0893749999999995
-1.0806249999999995,-1.0806249999999995,-1.0806249999999995,-1.0806249999999995,-1.0806249999999995,-1.0806249999999995,-1.0806249999999995,-1.0806249999999995,-1.0806249999999995,-1.0806249999999995
-1.0718749999999995,-1.0718749999999995,-1.0718749999999995,-1.0718749999999995,-1.0718749999999995,-1.0718749999999995,-1.0718749999999995,-1.0718749999999995,-1.0718749999999995,-1.0718749999999995
-1.0631249999999999,-1.0631249999999999,-1.0631249999999999,-1.0631249999999999,-1.0631249999999999,-1.0631249999999999,-1.0631249999999999,-1.0631249999999999,-1.0631249999999999,-1.0631249999999999
-1.0543749999999998,-1.0543749999999998,-1.0543749999999998,-1.0543749999999998,-1.0543749999999998,-1.0543749999999998,-1.0543749999999998,-1.0543749999999998,-1.0543749999999998,-1.0543749999999998
-1.0456249999999998,-1.0456249999999998,-1.0456249999999998,-1.0456249999999998,-1.0456249999999998,-1.0456249999999998,-1.0456249999999998,-1.0456249999999998,-1.0456249999999998,-1.0456249999999998
-1.0368749999999998,-1.0368749999999998,-1.0368749999999998,-1.0368749999999998,-1.0368749999999998,-1.0368749999999998,-1.0368749999999998,-1.0368749999999998,-1.0368749999999998,-1.0368749999999998
-1.0281249999999997,-1.0281249999999997,-1.0281249999999997,-1.0281249999999997,-1.0281249999999997,-1.0281249999999997,-1.0281249999999997,-1.0281249999999997,-1.0281249999999997,-1.0281249999999997
-1.0193749999999997,-1.0193749999999997,-1.0193749999999997,-1.0193749999999997,-1.0193749999999997,-1.0193749999999997,-1.0193749999999997,-1.0193749999999997,-1.0193749999999997,-1.0193749999999997
-1.0106249999999997,-1.0106249999999997,-1.0106249999999997,-1.0106249999999997,-1.0106249999999997,-1.0106249999999997,-1.0106249999999997,-1.0106249999999997,-1.0106249999999997,-1.0106249999999997
-1.0018749999999996,-1.0018749999999996,-1.0018749999999996,-1.0018749999999996,-1.0018749999999996,-1.0018749999999996,-1.0018749999999996,-1.0018749999999996,-1.0018749999999996,-1.0018749999999996
-0.9931249999999996,-0.9931249999999996,-0.9931249999999996,-0.9931249999999996,-0.9931249999999996,-0.9931249999999996,-0.9931249999999996,-0.9931249999999996,-0.9931249999999996,-0.9931249999999996
-0.9843749999999996,-0.9843749999999996,-0.9843749999999996,-0.9843749999999996,-0.9843749999999996,-0.9843749999999996,-0.9843749999999996,-0.9843749999999996,-0.9843749999999996,-0.9843749999999996
-0.9756249999999995,-0.9756249999999995,-0.9756249999999995,-0.9756249999999995,-0.9756249999999995,-0.9756249999999995,-0.9756249999999995,-0.9756249999999995,-0.9756249999999995,-0.9756249999999995
-0.9668749999999995,-0.9668749999999995,-0.9668749999999995,-0.9668749999999995,-0.9668749999999995,-0.9668749999999995,-0.9668749999999995,-0.9668749999999995,-0.9668749999999995,-0.9668749999999995
-0.9581249999999999,-0.9581249999999999,-0.9581249999999999,-0.9581249999999999,-0.9581249999999999,-0.9581249999999999,-0.9581249999999999,-0.9581249999999999,-0.9581249999999999,-0.9581249999999999
-0.9493749999999999,-0.9493749999999999,-0.9493749999999999,-0.9493749999999999,-0.9493749999999999,-0.9493749999999999,-0.9493749999999999,-0.9493749999999999,-0.9493749999999999,-0.9493749999999999
-0.9406249999999998,-0.9406249999999998,-0.9406249999999998,-0.9406249999999998,-0.9406249999999998,-0.9406249999999998,-0.9406249999999998,-0.9406249999999998,-0.9406249999999998,-0.9406249999999998
-0.9318749999999998,-0.9318749999999998,-0.9318749999999998,-0.9318749999999998,-0.9318749999999998,-0.9318749999999998,-0.9318749999999998,-0.9318749999999998,-0.9318749999999998,-0.9318749999999998
-0.9231249999999998,-0.9231249999999998,-0.9231249999999998,-0.9231249999999998,-0.9231249999999998,-0.9231249999999998,-0.9231249999999998,-0.9231249999999998,-0.9231249999999998,-0.9231249999999998
-0.9143749999999997,-0.9143749999999997,-0.9143749999999997,-0.9143749999999997,-0.9143749999999997,-0.9143749999999997,-0.9143749999999997,-0.9143749999999997,-0.9143749999999997,-0.9143749999999997
-0.9056249999999997,-0.9056249999999997,-0.9056249999999997,-0.9056249999999997,-0.9056249999999997,-0.9056249999999997,-0.9056249999999997,-0.9056249999999997,-0.9056249999999997,-0.9056249999999997
-0.8968749999999996,-0.8968749999999996,-0.8968749999999996,-0.8968749999999996,-0.8968749999999996,-0.8968749999999996,-0.8968749999999996,-0.8968749999999996,-0.8968749999999996,-0.8968749999999996
-0.8881249999999996,-0.8881249999999996,-0.8881249999999996,-0.8881249999999996,-0.8881249999999996,-0.8881249999999996,-0.8881249999999996,-0.8881249999999996,-0.8881249999999996,-0.8881249999999996
-0.8793749999999996,-0.8793749999999996,-0.8793749999999996,-0.8793749999999996,-0.8793749999999996,-0.8793749999999996,-0.8793749999999996,-0.8793749999999996,-0.8793749999999996,-0.8793749999999996
-0.8706249999999995,-0.8706249999999995,-0.8706249999999995,-0.8706249999999995,-0.8706249999999995,-0.8706249999999995,-0.8706249999999995,-0.8706249999999995,-0.8706249999999995,-0.8706249999999995
-0.8618749999999995,-0.8618749999999995,-0.8618749999999995,-0.8618749999999995,-0.8618749999999995,-0.8618749999999995,-0.8618749999999995,-0.8618749999999995,-0.8618749999999995,-0.8618749999999995
-0.8531249999999999,-0.8531249999999999,-0.8531249999999999,-0.8531249999999999,-0.8531249999999999,-0.8531249999999999,-0.8531249999999999,-0.8531249999999999,-0.8531249999999999,-0.8531249999999999
-0.8443749999999999,-0.8443749999999999,-0.8443749999999999,-0.8443749999999999,-0.8443749999999999,-0.8443749999999999,-0.8443749999999999,-0.8443749999999999,-0.8443749999999999,-0.8443749999999999
-0.8356249999999998,-0.8356249999999998,-0.8356249999999998,-0.8356249999999998,-0.8356249999999998,-0.8356249999999998,-0.8356249999999998,-0.8356249999999998,-0.8356249999999998,-0.8356249999999998
-0.8268749999999998,-0.8268749999999998,-0.8268749999999998,-0.8268749999999998,-0.8268749999999998,-0.8268749999999998,-0.8268749999999998,-0.8268749999999998,-0.8268749999999998,-0.8268749999999998
-0.8181249999999998,-0.8181249999999998,-0.8181249999999998,-0.8181249999999998,-0.8181249999999998,-0.8181249999999998,-0.8181249999999998,-0.8181249999999998,-0.8181249999999998,-0.8181249999999998
-0.8093749999999997,-0.8093749999999997,-0.8093749999999997,-0.8093749999999997,-0.8093749999999997,-0.8093749999999997,-0.8093749999999997,-0.8093749999999997,-0.8093749999999997,-0.8093749999999997
-0.8006249999999997,-0.8006249999999997,-0.8006249999999997,-0.8006249999999997,-0.8006249999999997,-0.8006249999999997,-0.8006249999999997,-0.8006249999999997,-0.8006249999999997,-0.8006249999999997
-0.7918749999999997,-0.7918749999999997,-0.7918749999999997,-0.7918749999999997,-0.7918749999999997,-0.7918749999999997,-0.7918749999999997,-0.7918749999999997,-0.7918749999999997,-0.7918749999999997
-0.7831249999999996,-0.7831249999999996,-0.7831249999999996,-0.7831249999999996,-0.7831249999999996,-0.7831249999999996,-0.7831249999999996,-0.7831249999999996,-0.7831249999999996,-0.7831249999999996
-0.7743749999999996,-0.7743749999999996,-0.7743749999999996,-0.7743749999999996,-0.7743749999999996,-0.7743749999999996,-0.7743749999999996,-0.7743749999999996,-0.7743749999999996,-0.7743749999999996
-0.7656249999999996,-0.7656249999999996,-0.7656249999999996,-0.7656249999999996,-0.7656249999999996,-0.7656249999999996,-0.7656249999999996,-0.7656249999999996,-0.7656249999999996,-0.7656249999999996
-0.7568749999999995,-0.7568749999999995,-0.7568749999999995,-0.7568749999999995,-0.7568749999999995,-0.7568749999999995,-0.7568749999999995,-0.7568749999999995,-0.7568749999999995,-0.7568749999999995
-0.7481249999999995,-0.7481249999999995,-0.7481249999999995,-0.7481249999999995,-0.7481249999999995,-0.7481249999999995,-0.7481249999999995,-0.7481249999999995,-0.7481249999999995,-0.7481249999999995
-0.7393749999999994,-0.7393749999999994,-0.7393749999999994,-0.7393749999999994,-0.7393749999999994,-0.7393749999999994,-0.7393749999999994,-0.7393749999999994,-0.7393749999999994,-0.7393749999999994
-0.7306249999999999,-0.7306249999999999,-0.7306249999999999,-0.7306249999999999,-0.7306249999999999,-0.7306249999999999,-0.7306249999999999,-0.7306249999999999,-0.7306249999999999,-0.7306249999999999
-0.7218749999999998,-0.7218749999999998,-0.7218749999999998,-0.7218749999999998,-0.7218749999999998,-0.7218749999999998,-0.7218749999999998,-0.7218749999999998,-0.7218749999999998,-0.7218749999999998
-0.7131249999999998,-0.7131249999999998,-0.7131249999999998,-0.7131249999999998,-0.7131249999999998,-0.7131249999999998,-0.7131249999999998,-0.7131249999999998,-0.7131249999999998,-0.7131249999999998
-0.7043749999999998,-0.7043749999999998,-0.7043749999999998,-0.7043749999999998,-0.7043749999999998,-0.7043749999999998,-0.7043749999999998,-0.7043749999999998,-0.7043749999999998,-0.7043749999999998
-0.6956249999999997,-0.6956249999999997,-0.6956249999999997,-0.6956249999999997,-0.6956249999999997,-0.6956249999999997,-0.6956249999999997,-0.6956249999999997,-0.6956249999999997,-0.6956249999999997
-0.6868749999999997,-0.6868749999999997,-0.6868749999999997,-0.6868749999999997,-0.6868749999999997,-0.6868749999999997,-0.6868749999999997,-0.6868749999999997,-0.6868749999999997,-0.6868749999999997
-0.6781249999999996,-0.6781249999999996,-0.6781249999999996,-0.6781249999999996,-0.6781249999999996,-0.6781249999999996,-0.6781249999999996,-0.6781249999999996,-0.6781249999999996,-0.6781249999999996
-0.6693749999999996,-0.6693749999999996,-0.6693749999999996,-0.6693749999999996,-0.6693749999999996,-0.6693749999999996,-0.6693749999999996,-0.6693749999999996,-0.6693749999999996,-0.6693749999999996
-0.6606249999999996,-0.6606249999999996,-0.6606249999999996,-0.6606249999999996,-0.6606249999999996,-0.6606249999999996,-0.6606249999999996,-0.6606249999999996,-0.6606249999999996,-0.6606249999999996
-0.6518749999999995,-0.6518749999999995,-0.6518749999999995,-0.6518749999999995,-0.6518749999999995,-0.6518749999999995,-0.6518749999999995,-0.6518749999999995,-0.6518749999999995,-0.6518749999999995
-0.6431249999999995,-0.6431249999999995,-0.6431249999999995,-0.6431249999999995,-0.6431249999999995,-0.6431249999999995,-0.6431249999999995,-0.6431249999999995,-0.6431249999999995,-0.6431249999999995
-0.6343749999999995,-0.6343749999999995,-0.6343749999999995,-0.6343749999999995,-0.6343749999999995,-0.6343749999999995,-0.6343749999999995,-0.6343749999999995,-0.6343749999999995,-0.6343749999999995
-0.6256249999999999,-0.6256249999999999,-0.6256249999999999,-0.6256249999999999,-0.6256249999999999,-0.6256249999999999,-0.6256249999999999,-0.6256249999999999,-0.6256249999999999,-0.6256249999999999
-0.6168749999999998,-0.6168749999999998,-0.6168749999999998,-0.6168749999999998,-0.6168749999999998,-0.6168749999999998,-0.6168749999999998,-0.6168749999999998,-0.6168749999999998,-0.6168749999999998
-0.6081249999999998,-0.6081249999999998,-0.6081249999999998,-0.6081249999999998,-0.6081249999999998,-0.6081249999999998,-0.6081249999999998,-0.6081249999999998,-0.6081249999999998,-0.6081249999999998
-0.5993749999999998,-0.5993749999999998,-0.5993749999999998,-0.5993749999999998,-0.5993749999999998,-0.5993749999999998,-0.5993749999999998,-0.5993749999999998,-0.5993749999999998,-0.5993749999999998
-0.5906249999999997,-0.5906249999999997,-0.5906249999999997,-0.5906249999999997,-0.5906249999999997,-0.5906249999999997,-0.5906249999999997,-0.5906249999999997,-0.5906249999999997,-0.5906249999999997
-0.5818749999999997,-0.5818749999999997,-0.5818749999999997,-0.5818749999999997,-0.5818749999999997,-0.5818749999999997,-0.5818749999999997,-0.5818749999999997,-0.5818749999999997,-0.5818749999999997
-0.5731249999999997,-0.5731249999999997,-0.5731249999999997,-0.5731249999999997,-0.5731249999999997,-0.5731249999999997,-0.5731249999999997,-0.5731249999999997,-0.5731249999999997,-0.5731249999999997
-0.5643749999999996,-0.5643749999999996,-0.5643749999999996,-0.5643749999999996,-0.5643749999999996,-0.5643749999999996,-0.5643749999999996,-0.5643749999999996,-0.5643749999999996,-0.5643749999999996
