position,density,pressure,specific_internal_energy,velocity,sound_speed
0.0,0.0002809411706844961,0.16757929233211669,1491.2311706025496,0.0,28.897914380408622
0.00025,0.0002887626413099217,0.16757929312958098,1460.9539436463297,0.0012104699614961666,28.58144482655842
0.0005,0.00029658411193534735,0.16757929392704524,1430.6767166901095,0.002420939922992333,28.26497527270822
0.00075,0.00030440558256077295,0.16757929472450953,1400.3994897338896,0.0036314098844884993,27.94850571885802
0.001,0.0003122270531861986,0.1675792955219738,1370.1222627776697,0.004841879845984666,27.63203616500782
0.00125,0.0003200485238116242,0.16757929631943808,1339.8450358214498,0.0060523498074808325,27.315566611157617
0.0015,0.0003278699944370498,0.16757929711690234,1309.5678088652296,0.007262819768976999,26.999097057307416
0.00175,0.00033569146506247545,0.16757929791436663,1279.2905819090097,0.008473289730473165,26.682627503457216
0.002,0.0003435129356879011,0.1675792987118309,1249.0133549527898,0.009683759691969333,26.366157949607015
0.0022500000000000003,0.0003513344063133267,0.16757929950929518,1218.7361279965698,0.010894229653465499,26.049688395756814
0.0025,0.0003591558769387523,0.16757930030675944,1188.4589010403497,0.012104699614961665,25.733218841906613
0.00275,0.00036697734756417795,0.16757930110422373,1158.1816740841298,0.013315169576457831,25.416749288056412
0.003,0.00037479881818960355,0.167579301901688,1127.9044471279099,0.014525639537953997,25.10027973420621
0.0032500000000000003,0.0003826202888150292,0.16757930269915228,1097.6272201716897,0.015736109499450167,24.783810180356006
0.0035,0.0004476641396627178,0.1675793144069744,1020.2780488999388,0.016898458375969514,23.734895149537472
0.00375,0.000541319180621538,0.16757933156997545,919.3929054704222,0.01803674671000045,22.319757380234762
0.004,0.0006349742215803583,0.16757934873297653,818.5077620409054,0.01917503504403139,20.904619610932055
0.00425,0.0007286292625391786,0.16757936589597758,717.6226186113886,0.02031332337806233,19.489481841629345
0.0045000000000000005,0.0008222843034979988,0.16757938305897863,616.7374751818718,0.02145161171209327,18.074344072326635
0.00475,0.0009159393444568189,0.1675794002219797,515.8523317523553,0.022589900046124205,16.659206303023932
0.005,0.0010095943854156392,0.16757941738498075,414.9671883228385,0.023728188380155144,15.244068533721222
0.00525,0.0011713684221447505,0.16757947363818332,382.81778767399885,0.02492884456497286,14.547438416547227
0.0055,0.0013331424588738613,0.1675795298913859,350.66838702515923,0.026129500749790573,13.850808299373234
0.00575,0.0014949164956029725,0.16757958614458848,318.51898637631956,0.027330156934608288,13.154178182199239
0.006,0.001656690532332084,0.16757964239779105,286.36958572747983,0.028530813119426006,12.457548065025245
0.00625,0.0018184645690611952,0.16757969865099362,254.22018507864016,0.02973146930424372,11.76091794785125
0.006500000000000001,0.0019802386057903064,0.1675797549041962,222.07078442980045,0.030932125489061435,11.064287830677255
0.00675,0.002166293914852841,0.167579837008146,196.3415546129067,0.032130189287325264,10.470619547688337
